post_id,text,title,sent_id
yen-bai_vne_2,""" Bà_con dân_phố có việc nhờ_vả , ông ấy đều giúp_đỡ , giải_quyết ” , một người nói .",Tình_cảm của hàng_xóm với Bí_thư Tỉnh_ủy Yên_Bái,11
yen-bai_vne_2,"Chủ cửa_hàng máy_tính ở đối_diện chia_sẻ : “ Ông Tuấn sống dân_dã , tình_cảm , thân_thiện , luôn chủ_động hỏi_han khi gặp hàng_xóm và nhiệt_tình tham_gia các hoạt_động chung của phường xã ” .",Tình_cảm của hàng_xóm với Bí_thư Tỉnh_ủy Yên_Bái,12
yen-bai_vne_2,"Tại_sao như_vậy ? Phải có nguyên_nhân , Chúng_ta hãy chờ CQĐT xác_nhận",Tình_cảm của hàng_xóm với Bí_thư Tỉnh_ủy Yên_Bái,13
yen-bai_vne_2,"Không_thể chấp_nhận được hành_động điên_cuồng , không_thể chấp_nhận bất_cứ nguyên_nhân nào .",Tình_cảm của hàng_xóm với Bí_thư Tỉnh_ủy Yên_Bái,14
yen-bai_vne_2,Xin chia buồn với gia_đình những người đã mất .,Tình_cảm của hàng_xóm với Bí_thư Tỉnh_ủy Yên_Bái,15
yen-bai_vne_2,Chia buồn cùng toàn_thể gia quến .,Tình_cảm của hàng_xóm với Bí_thư Tỉnh_ủy Yên_Bái,16
yen-bai_vne_2,Mong cả 3 gia_đình vượt qua nỗi đau quá lớn không_thể bù_đắp này .,Tình_cảm của hàng_xóm với Bí_thư Tỉnh_ủy Yên_Bái,17
yen-bai_vne_2,"Mất_mát quá lớn , chia buồn cả 3 gia_đình .",Tình_cảm của hàng_xóm với Bí_thư Tỉnh_ủy Yên_Bái,18
tan-son-nhat_zing_7,"Cơn mưa lớn chiều 26/8 làm sân_bay Tân_Sơn_Nhất ( TP_HCM ) ngập nặng . Tuy_nhiên , lãnh_đạo sân_bay Tân_Sơn_Nhất phủ_nhận việc ngập đường_băng , đường lăn tàu_bay và bãi đỗ .",Lãnh_đạo sân_bay Tân_Sơn_Nhất phủ_nhận chuyện ngập nặng,1
tan-son-nhat_zing_7,"Chiều 26/8 , mưa to kéo_dài khiến nhiều nơi ở TP_HCM ngập sâu",Lãnh_đạo sân_bay Tân_Sơn_Nhất phủ_nhận chuyện ngập nặng,2
tan-son-nhat_zing_7,Sân_bay Tân_Sơn_Nhất là một trong những địa_điểm bị ảnh_hưởng vì nước dâng cao gây ngập khu_vực sân đỗ cũng_như các tuyến phố xung_quanh .,Lãnh_đạo sân_bay Tân_Sơn_Nhất phủ_nhận chuyện ngập nặng,3
tan-son-nhat_zing_7,"Nhìn từ xa , khu_vực nhà chờ sân_bay Tân_Sơn_Nhất bị bao_bọc bởi nước",Lãnh_đạo sân_bay Tân_Sơn_Nhất phủ_nhận chuyện ngập nặng,4
tan-son-nhat_zing_7,"Trao_đổi với Zing.vn , lãnh_đạo sân_bay quốc_tế Tân_Sơn_Nhất phủ_nhận việc ngập đường_băng , đường lăn tàu_bay và bãi đỗ bên trong sân_bay .",Lãnh_đạo sân_bay Tân_Sơn_Nhất phủ_nhận chuyện ngập nặng,5
tan-son-nhat_zing_7,Nước trong khu_vực sân đỗ máy_bay ngập ngang sàn xe ôtô,Lãnh_đạo sân_bay Tân_Sơn_Nhất phủ_nhận chuyện ngập nặng,6
tan-son-nhat_zing_7,"Theo ông Phạm_Vũ_Cường , Phó_giám_đốc Cảng_hàng_không quốc_tế Tân_Sơn_Nhất , các chuyến bay này hạ_cánh xuống các sân_bay lân_cận như Cần_Thơ , Cam_Ranh , Liên_Khương để đợi thời_tiết thuận_lợi",Lãnh_đạo sân_bay Tân_Sơn_Nhất phủ_nhận chuyện ngập nặng,7
tan-son-nhat_zing_7,Website theo_dõi hành_trình máy_bay cho thấy chuyến bay VN239 của Vietnam_Airlines chiều nay phải bay nhiều vòng trên không trước khi bay qua Phnompenh hạ_cánh thay_vì đáp ở Tân_Sơn_Nhất .,Lãnh_đạo sân_bay Tân_Sơn_Nhất phủ_nhận chuyện ngập nặng,8
tan-son-nhat_zing_7,"Đến 20h , mưa vẫn đổ xuống trong khi hàng_loạt tuyến phố quanh sân_bay Tân_Sơn_Nhất chìm trong nước",Lãnh_đạo sân_bay Tân_Sơn_Nhất phủ_nhận chuyện ngập nặng,9
tan-son-nhat_zing_7,"Theo dự_báo , đêm nay và ngày_mai ( 27/8 ) , gió_mùa Tây_Nam tiếp_tục gây mưa dông kèm gió_giật mạnh trên khu_vực Nam_Biển_Đông , vùng_biển Bình_Thuận đến Cà_Mau , Cà_Mau đến Kiên_Giang và Vịnh_Thái_Lan",Lãnh_đạo sân_bay Tân_Sơn_Nhất phủ_nhận chuyện ngập nặng,10
tan-son-nhat_zing_7,Không biết bạn nói giỡn hay thật nhưng sân_bay mà ngập tới đầu_gối là không_thể chấp_nhận được rồi,Lãnh_đạo sân_bay Tân_Sơn_Nhất phủ_nhận chuyện ngập nặng,11
tan-son-nhat_zing_7,"Lần đầu_tiên trên thế_giới có sân_bay bị ngập , chỉ có ở vn mà thôi , mua thêm xuồng_ba_lá để đưa khách ra máy_bay",Lãnh_đạo sân_bay Tân_Sơn_Nhất phủ_nhận chuyện ngập nặng,12
tan-son-nhat_zing_7,"Nước ngập hơn nửa chiếc xe 30 chỗ trong sân_bay , mà ông lãnh_đạo này cũng phủ_nhận là không ngập , bó_tay .",Lãnh_đạo sân_bay Tân_Sơn_Nhất phủ_nhận chuyện ngập nặng,13
tan-son-nhat_zing_7,"Ngập thì nói là ngập , sao phải phủ_nhận khi sự_thật hiển_nhiên ai cũng thấy .",Lãnh_đạo sân_bay Tân_Sơn_Nhất phủ_nhận chuyện ngập nặng,14
tan-son-nhat_zing_7,Ngập chưa tới phòng lãnh_đạo thì họ phủ_nhận là đúng rồi .,Lãnh_đạo sân_bay Tân_Sơn_Nhất phủ_nhận chuyện ngập nặng,15
tan-son-nhat_zing_7,Khi nào nước ngang cổ mới nặng .,Lãnh_đạo sân_bay Tân_Sơn_Nhất phủ_nhận chuyện ngập nặng,16
tan-son-nhat_zing_7,"Người_ta phủ_nhận là đúng , nhà báo_nói sai quá , theo hình_ảnh đưa lên thì_phải gọi_là ' ' ngập sâu ' ' có ai cân đâu mà nói ngập nặng .",Lãnh_đạo sân_bay Tân_Sơn_Nhất phủ_nhận chuyện ngập nặng,17
tan-son-nhat_zing_7,"Ôi_Sài_Lội , sân_bay mà_còn thế_này thì bên ngoài chắc chìm dưới nuớc hết .",Lãnh_đạo sân_bay Tân_Sơn_Nhất phủ_nhận chuyện ngập nặng,18
tan-son-nhat_zing_7,"Báo_chí cứ làm wá , do Tân_Sơn_Nhất đang thử_nghiệm tiếp_nhận thuỷ_phi_cơ hạ_cánh mà thôi",Lãnh_đạo sân_bay Tân_Sơn_Nhất phủ_nhận chuyện ngập nặng,19
tan-son-nhat_zing_7,"Ngập thế chưa nặng đâu , chừng nào ngập lên tới sàn máy_bay thì mới là ngập nặng .",Lãnh_đạo sân_bay Tân_Sơn_Nhất phủ_nhận chuyện ngập nặng,20
tan-son-nhat_zing_7,"Tân_Sơn_Nhất đã trở_thành 1 bến_tàu , và các tàu_bay đã trở_thành những chiếc thuỷ_phi_cơ cỡ lớn .",Lãnh_đạo sân_bay Tân_Sơn_Nhất phủ_nhận chuyện ngập nặng,21
tan-son-nhat_zing_7,"Hình_ảnh ngập rõ vậy_mà lãnh_đạo phủ_nhận , sợ trách_nhiệm .",Lãnh_đạo sân_bay Tân_Sơn_Nhất phủ_nhận chuyện ngập nặng,22
donald-trump_vne_52,Donald_Trump cáo_buộc Tổng_thống Mỹ_Barack_Obama là người tạo ra nhóm phiến_quân Nhà_nước Hồi_giáo .,Donald_Trump nói Tổng_thống Obama là ' người sáng_lập IS ',1
donald-trump_vne_52,Ứng_viên tổng_thống đảng Cộng_hòa Donald_Trump,Donald_Trump nói Tổng_thống Obama là ' người sáng_lập IS ',2
donald-trump_vne_52,""" Ông ấy_là người sáng_lập Nhà_nước Hồi_giáo ( IS ) "" , AFP dẫn lời Donald_Trump , ứng_viên tổng_thống đảng Cộng_hòa , nói tại một sự_kiện ở thành_phố Ft",Donald_Trump nói Tổng_thống Obama là ' người sáng_lập IS ',3
donald-trump_vne_52,"Lauderdale , bang Florida , ngày 10/8 , nhắc đến Tổng_thống đương_nhiệm Barack_Obama .",Donald_Trump nói Tổng_thống Obama là ' người sáng_lập IS ',4
donald-trump_vne_52,"Ông Trump cho rằng nhóm phiến_quân "" đang vinh_danh Tổng_thống Obama """,Donald_Trump nói Tổng_thống Obama là ' người sáng_lập IS ',5
donald-trump_vne_52,""" Ông ấy_là người sáng_lập IS , đúng chứ ? Ông ấy_là người sáng_lập ! Ông ấy tạo ra IS "" , Trump tiếp_tục nói",Donald_Trump nói Tổng_thống Obama là ' người sáng_lập IS ',6
donald-trump_vne_52,"giờ thì tôi không còn tin ông ấy sẽ thắng , những phát_ngôn quá_đà gần đây có cảm_giác như ông ấy biết trước sự thất_bại của mình rồi vậy .",Donald_Trump nói Tổng_thống Obama là ' người sáng_lập IS ',7
donald-trump_vne_52,hiếm ai dám nói_thẳng ra như_vậy,Donald_Trump nói Tổng_thống Obama là ' người sáng_lập IS ',8
donald-trump_vne_52,Các bạn đừng chỉ_trích câu nói của donald trump các bạn chưa đào_sâu phân_tích chính_trị của mỹ nên các bạn đừng nghĩ đó là câu nói đùa,Donald_Trump nói Tổng_thống Obama là ' người sáng_lập IS ',9
donald-trump_vne_52,"Ông này đúng là ko làm đc chính_trị , cái gì cũng nói_toẹt ra thế_thì còn nói_chuyện gì , hehe .",Donald_Trump nói Tổng_thống Obama là ' người sáng_lập IS ',10
donald-trump_vne_52,tôi đã học được từ ông rất nhiều ! xin cảm_ơn người mỹ,Donald_Trump nói Tổng_thống Obama là ' người sáng_lập IS ',11
donald-trump_vne_52,Tôi chưa bao_giờ hình_dung nổi ông này làm TT Hoa_Kỳ .,Donald_Trump nói Tổng_thống Obama là ' người sáng_lập IS ',12
donald-trump_vne_52,"Ông ấy quá thẳng và thật , ông ấy khó trở_thành tổng_thống Mỹ khi ông ấy thẳng như_thế .",Donald_Trump nói Tổng_thống Obama là ' người sáng_lập IS ',13
donald-trump_vne_52,Hy_vọng tổng_thống Mỹ tương_lai không phải là ông này .,Donald_Trump nói Tổng_thống Obama là ' người sáng_lập IS ',14
donald-trump_vne_52,"Ông Donald_Trump làm tổng_thống , ông ấy sẽ sáng_lập ra thế_chiến thứ_ba .",Donald_Trump nói Tổng_thống Obama là ' người sáng_lập IS ',15
michael-phelps_zing_6,"Siêu kình_ngư Michael_Phelps tiếp_tục cho thấy phong_độ chói sáng tại Olympic_Rio 2016 khi giành thêm 2 HCV , qua đó nâng tổng_số huy_chương tại các kỳ Thế_vận_hội lên số 21 .","Giành HCV thứ 21 , Michael_Phelps hồi_sinh",1
michael-phelps_zing_6,"Trong khi đó , VĐV giành huy_chương đồng là Tamás_Kenderesi ( Hungary ) , với thành_tích 1 phút 53 giây 62 .","Giành HCV thứ 21 , Michael_Phelps hồi_sinh",2
michael-phelps_zing_6,"Trong ngày thi chung_kết diễn ra sáng 10/8 , Chad_Le_Clos thậm_chí còn không giành được huy_chương khi về thứ_tư , với thời_gian 1 phút 54 giây 06 .","Giành HCV thứ 21 , Michael_Phelps hồi_sinh",3
michael-phelps_zing_6,"Trên xứ_sở sương_mù , Chad_Le_Clos soán ngôi thống_trị của Phelps ở nội_dung 200 m bướm khi giành HCV","Giành HCV thứ 21 , Michael_Phelps hồi_sinh",4
michael-phelps_zing_6,Đó cũng là lần đầu_tiên kình_ngư người Mỹ không_thể bỏ_túi HCV nội_dung mà anh liên_tục về nhất kể từ Olympic_Athens 2004 ( Hy_Lạp ) .,"Giành HCV thứ 21 , Michael_Phelps hồi_sinh",5
michael-phelps_zing_6,Anh vượt qua Chad_Le_Clos để giành HCV nội_dung 200 m bướm,"Giành HCV thứ 21 , Michael_Phelps hồi_sinh",6
michael-phelps_zing_6,"1 giờ sau khi giành HCV thứ 20 trong sự_nghiệp ở cự_ly 200 m bướm , Michael_Phelps tiếp_tục giành thêm tấm HCV thứ 21","Giành HCV thứ 21 , Michael_Phelps hồi_sinh",7
michael-phelps_zing_6,"Trong những ngày còn lại của Olympic , Michael_Phelps sẽ tiếp_tục tranh tài ở các nội_dung 200 m tự_do và 100 m bướm .","Giành HCV thứ 21 , Michael_Phelps hồi_sinh",8
michael-phelps_zing_6,Qua 5 mùa olympic mà thành_tích vẫn sáng chói lẫy_lừng với 3 hcv bơi_lội mà chưa kết_thúc cuộc_thi . .,"Giành HCV thứ 21 , Michael_Phelps hồi_sinh",9
michael-phelps_zing_6,"Tuyển bơi_lội Pháp giành HCB , với thành_tích 3 phút 10 giây 53","Giành HCV thứ 21 , Michael_Phelps hồi_sinh",10
michael-phelps_zing_6,Michael_Phelps . .,"Giành HCV thứ 21 , Michael_Phelps hồi_sinh",11
michael-phelps_zing_6,Còn thêm 2 nội_dung nữa ...,"Giành HCV thứ 21 , Michael_Phelps hồi_sinh",12
casa_dantri_3,"Dân_trí Chiếc máy_bay CASA chở 9 người đã rơi xuống biển khi đang tìm_kiếm Thượng_tá Trần_Quang_Khải , phi_công của chiếc máy_bay Su-30 MK2 . Hiện đã vớt được mảnh vỡ máy_bay . Số_phận 9 người trên máy_bay chưa được xác_định .   > >   Tìm_kiếm máy_bay CASA ở độ sâu 30m   > >   Máy_bay CASA rơi xuống biển khi tìm_kiếm phi_công Su-30",Danh_sách 9 cán_bộ chiến_sĩ trên máy_bay CASA-212,1
casa_dantri_3,"Lê_Kiêm_Toàn - Đại_tá Lữ_đoàn trưởng Lữ_đoàn 918 ( Tam_Hưng , Thanh_Oai , Hà_Nội )",Danh_sách 9 cán_bộ chiến_sĩ trên máy_bay CASA-212,2
casa_dantri_3,"Nguyễn_Đức_Hảo - Thượng_tá , Phi_đội trưởng Lữ_đoàn 918 ( Sơn_Đà , Ba_Vì , Hà_Nội )",Danh_sách 9 cán_bộ chiến_sĩ trên máy_bay CASA-212,3
casa_dantri_3,"Nguyễn_Văn_Chính - Thiếu_tá , Chính_trị_viên phi_đội Phi_công cấp 3 Lữ_đoàn 918 ( Mỹ_Hà , Bình_Lục , Hà_Nam )",Danh_sách 9 cán_bộ chiến_sĩ trên máy_bay CASA-212,4
casa_dantri_3,"Nguyễn_Ngọc_Chu - Thiếu_tá , phi_công kiêm dẫn đường Lữ_đoàn 918 ( Thanh_Hồng , Thanh_Hà , Hải_Dương )",Danh_sách 9 cán_bộ chiến_sĩ trên máy_bay CASA-212,5
casa_dantri_3,"Lê_Văn_Đình - Đại_úy , nhân_viên tuần_thám trên không Lữ_đoàn 918 ( Hoành_Bồ , Hạ_Long , Quảng_Ninh )",Danh_sách 9 cán_bộ chiến_sĩ trên máy_bay CASA-212,6
casa_dantri_3,"Đỗ_Văn_Mạnh - Thượng_úy Phó_Đại đội_trưởng kỹ_thuật hàng_không e 918 Bồ_Sao , Vĩnh_Tường , Vĩnh_Phúc )",Danh_sách 9 cán_bộ chiến_sĩ trên máy_bay CASA-212,7
casa_dantri_3,"Lê_Đức_Lam - Trung_úy , CN Cơ_giới trên không Lữ_đoàn 918 ( Vân_Hội , Ninh_Giang , Hải_Dương )",Danh_sách 9 cán_bộ chiến_sĩ trên máy_bay CASA-212,8
casa_dantri_3,"Nguyễn_Văn_Thái - Trung_úy , CN Nhân_viên tuần_thám trên không Lữ_đoàn 918 ( Quỳnh_Giang , Quỳnh_Lưu , Nghệ_An )",Danh_sách 9 cán_bộ chiến_sĩ trên máy_bay CASA-212,9
casa_dantri_3,"Nguyễn_Bá_Thế - Trung_úy CN , nhân_viên tuần_thám trên không Lữ_đoàn 918 ( Quỳnh_Thọ , Quỳnh_Phụ , Thái_Bình )",Danh_sách 9 cán_bộ chiến_sĩ trên máy_bay CASA-212,10
casa_dantri_3,Trục_vớt các mảnh vỡ của máy_bay CASA 212 .,Danh_sách 9 cán_bộ chiến_sĩ trên máy_bay CASA-212,11
casa_dantri_3,cả nước đang mong điều tốt_đẹp đến với các anh,Danh_sách 9 cán_bộ chiến_sĩ trên máy_bay CASA-212,12
casa_dantri_3,Cả nước vẫn mong điều kỳ_diệu đến với các anh,Danh_sách 9 cán_bộ chiến_sĩ trên máy_bay CASA-212,13
casa_dantri_3,đau sót quá . mong sớm tìm đc các anh người chiến_sĩ hải_quân,Danh_sách 9 cán_bộ chiến_sĩ trên máy_bay CASA-212,14
casa_dantri_3,Cầu_mong các đồng_chí quân_nhân được bình_an trở_về .,Danh_sách 9 cán_bộ chiến_sĩ trên máy_bay CASA-212,15
casa_dantri_3,"Buồn quá , mong sớm tìm được các anh",Danh_sách 9 cán_bộ chiến_sĩ trên máy_bay CASA-212,16
casa_dantri_3,Cầu_mong các anh bình_yên và sớm trở_về với gia_đình .,Danh_sách 9 cán_bộ chiến_sĩ trên máy_bay CASA-212,17
pokemon-go_zing_6,Một người phụ_nữ Việt_Nam vừa qua_đời hôm 25/8 sau một vụ tai_nạn liên_quan đến trò_chơi Pokemon_Go tại Nhật .,Người_Việt tại Nhật bị tông chết do tài_xế chơi Pokemon_Go,1
pokemon-go_zing_6,"Theo nhật_báo   Mainichi của Nhật , nạn_nhân là một người phụ_nữ Việt_Nam khoảng 29 tuổi , sống tại thành_phố Kasugai thuộc tỉnh Aichi , miền trung Nhật_Bản .",Người_Việt tại Nhật bị tông chết do tài_xế chơi Pokemon_Go,2
pokemon-go_zing_6,"Tối 11/8 , khi đang đi xe_đạp qua đường , người phụ_nữ này đã bị một chiếc xe_hơi tông phải",Người_Việt tại Nhật bị tông chết do tài_xế chơi Pokemon_Go,3
pokemon-go_zing_6,"Tài_xế chiếc xe , 26 tuổi , lúc đó đang chơi trò_chơi Pokemon_Go trên điện_thoại .",Người_Việt tại Nhật bị tông chết do tài_xế chơi Pokemon_Go,4
pokemon-go_zing_6,"Trong lúc cố tìm sạc pin để sạc điện_thoại , anh đã không chú_ý quan_sát và gây tai_nạn .",Người_Việt tại Nhật bị tông chết do tài_xế chơi Pokemon_Go,5
pokemon-go_zing_6,"Bị chấn_thương sọ não nghiêm_trọng , người phụ_nữ Việt được đưa đến bệnh_viện trong tình_trạng hôn_mê sâu",Người_Việt tại Nhật bị tông chết do tài_xế chơi Pokemon_Go,6
pokemon-go_zing_6,Chị không qua khỏi sau hai tuần cứu_chữa .,Người_Việt tại Nhật bị tông chết do tài_xế chơi Pokemon_Go,7
pokemon-go_zing_6,Đây là cái chết thứ_hai liên_quan đến trò_chơi Pokemon_Go tại Nhật_Bản,Người_Việt tại Nhật bị tông chết do tài_xế chơi Pokemon_Go,8
pokemon-go_zing_6,"Trước đó một người đàn_ông tại thành_phố Tokushima do mải chơi Pokemon_Go khi lái_xe đã đâm vào hai cụ bà , khiến một người thiệt_mạng .",Người_Việt tại Nhật bị tông chết do tài_xế chơi Pokemon_Go,9
pokemon-go_zing_6,"Theo thống_kê của Cơ_quan Cảnh_sát Quốc_gia Nhật_Bản , đến nay đã có 79 vụ tai_nạn liên_quan đến người chơi Pokemon_Go xảy_ra tại 29 trên 47 tỉnh_thành của nước này kể từ khi trò_chơi ra_mắt vào ngày 22/7 .",Người_Việt tại Nhật bị tông chết do tài_xế chơi Pokemon_Go,10
pokemon-go_zing_6,Lại vừa chơi pokémon gỗ vừa lái_xe ! Nên ra luật phạt thật nặng đi tốt nhất tịch_thu bằng lái còn hơn cho mấy người này đụng chết người .,Người_Việt tại Nhật bị tông chết do tài_xế chơi Pokemon_Go,11
pokemon-go_zing_6,Sao không pít gỡ bỏ ứng_dụng trò_chơi đó đi mà đi ngủ như_vậy rồi xảy_ra tai_nạn,Người_Việt tại Nhật bị tông chết do tài_xế chơi Pokemon_Go,12
pokemon-go_zing_6,Mình cũng là một người chơi game này nhưng thật_sự là mình muốn game này bị cấm hoạt_động,Người_Việt tại Nhật bị tông chết do tài_xế chơi Pokemon_Go,13
pokemon-go_zing_6,Ngiện gêm là rất nguy_hiểm vua tốn tiền mất thời_gian ảnh_hưởng đến sức_khỏe của người chơi,Người_Việt tại Nhật bị tông chết do tài_xế chơi Pokemon_Go,14
trinh-xuan-thanh_thanhnien_11,Ông Trịnh_Xuân_Thanh cho_biết ông đã chính_thức ký đơn gửi Tỉnh_ủy và HĐND tỉnh Hậu_Giang xin không tái_cử vào chức_danh Phó_chủ_tịch UBND tỉnh Hậu_Giang .,Ông Trịnh_Xuân_Thanh xin không tái_cử Phó_chủ_tịch Hậu_Giang,1
trinh-xuan-thanh_thanhnien_11,"Trao_đổi riêng với PV ông , Phó_chủ_tịch UBND tỉnh Hậu_Giang khóa 8 ( nhiệm_kỳ 2011 - 2016 ) lúc 20 giờ tối_qua 14.6 cho_biết ông đã chính_thức ký đơn gửi Tỉnh_ủy và HĐND tỉnh Hậu_Giang xin không tái_cử vào chức_danh Phó_chủ_tịch UBND tỉnh Hậu_Giang khóa 9 , nhiệm_kỳ 2016 - 2021 .",Ông Trịnh_Xuân_Thanh xin không tái_cử Phó_chủ_tịch Hậu_Giang,2
trinh-xuan-thanh_thanhnien_11,"“ Sau khi có ý_kiến chỉ_đạo của , là một đảng_viên , lại là lãnh_đạo của một tỉnh , bản_thân tự_nguyện làm đơn xin chưa tái_cử đợt này , đợi đến khi nào Ủy_ban Kiểm_tra T . Ư , các cơ_quan_chức_năng kết_luận rõ_ràng , bản_thân xin tái_cử sau cũng không muộn ... ” , ông Thanh cho_biết .",Ông Trịnh_Xuân_Thanh xin không tái_cử Phó_chủ_tịch Hậu_Giang,3
trinh-xuan-thanh_thanhnien_11,"Dưới thời điều_hành của Chủ_tịch Trịnh_Xuân_Thanh , PVC sử_dụng phần_lớn vốn_điều_lệ đầu_tư góp vốn vào các công_ty_con , công_ty liên_kết",Ông Trịnh_Xuân_Thanh xin không tái_cử Phó_chủ_tịch Hậu_Giang,4
trinh-xuan-thanh_thanhnien_11,"chờ kiểm_tra xong xin "" Tái_Cử "" .",Ông Trịnh_Xuân_Thanh xin không tái_cử Phó_chủ_tịch Hậu_Giang,5
trinh-xuan-thanh_thanhnien_11,"là may_mắn rồi còn "" xin tái_cử sau cũng không muộn """,Ông Trịnh_Xuân_Thanh xin không tái_cử Phó_chủ_tịch Hậu_Giang,6
trinh-xuan-thanh_thanhnien_11,"ông Thanh khá tự_tin chứng_tỏ ông biết rằng mọi cái đều đúng quy_trình , ông sẽ chẳng làm_sao cả .",Ông Trịnh_Xuân_Thanh xin không tái_cử Phó_chủ_tịch Hậu_Giang,7
trinh-xuan-thanh_thanhnien_11,"Nhất ông rồi còn gì , xin tái_cử sau cũng được .",Ông Trịnh_Xuân_Thanh xin không tái_cử Phó_chủ_tịch Hậu_Giang,8
trinh-xuan-thanh_thanhnien_11,"tưởng dễ xử ông này à , vài tháng sau chìm_xuồng cả thôi .",Ông Trịnh_Xuân_Thanh xin không tái_cử Phó_chủ_tịch Hậu_Giang,9
trinh-xuan-thanh_thanhnien_11,"Ông Thanh nói : “ ... . . là một đảng_viên , lại là lãnh_đạo của một tỉnh , bản_thân tự_nguyện làm đơn xin chưa tái_cử đợt này , đợi đến khi nào Ủy_ban Kiểm_tra T . Ư , các cơ_quan_chức_năng kết_luận rõ_ràng , bản_thân xin tái_cử sau cũng không muộn ... ”",Ông Trịnh_Xuân_Thanh xin không tái_cử Phó_chủ_tịch Hậu_Giang,10
trinh-xuan-thanh_thanhnien_11,"của tỉnh Hậu_Giang , trước đó đã làm thua_lỗ hàng nghìn tỉ đồng mà chức_tước vẫn lên vù_vù",Ông Trịnh_Xuân_Thanh xin không tái_cử Phó_chủ_tịch Hậu_Giang,11
trinh-xuan-thanh_thanhnien_11,"Ồ hay thật , đã sai_phạm rõ_ràng , thất_thoát ngàn tỷ , cấp biển_số trái luật vậy_mà còn tái_cử",Ông Trịnh_Xuân_Thanh xin không tái_cử Phó_chủ_tịch Hậu_Giang,12
trinh-xuan-thanh_thanhnien_11,Không xin thì cũng sẽ bị cách_chức .,Ông Trịnh_Xuân_Thanh xin không tái_cử Phó_chủ_tịch Hậu_Giang,13
michael-phelps_vne_5,Huyền_thoại người Mỹ dành cho Joseph_Schooling nhiều lời có cánh sau khi thua kình_ngư Singapore ở chung_kết 100m bướm Olympic 2016 sáng nay .,Michael_Phelps ngả mũ thán_phục kình_ngư Đông_Nam Á,1
michael-phelps_vne_5,Joseph_Schooling thắng chính thần_tượng của mình để giành tấm HC vàng Olympic đầu_tiên,Michael_Phelps ngả mũ thán_phục kình_ngư Đông_Nam Á,2
michael-phelps_vne_5,"Cậu ta đã có bước_tiến tuyệt_vời trong hai năm qua , vậy nên , tôi xin ngả mũ thán_phục Josehp "" , Michael_Phelps chia_sẻ sau lễ trao huy_chương 100m bơi_bướm .",Michael_Phelps ngả mũ thán_phục kình_ngư Đông_Nam Á,3
